title,summary,link,sponsor,sponsor_party,sponsor_state,sponsor_district,cosponsors
Stop Vaping Ads Act of 2019,To amend the Federal Cigarette Labeling and Advertising Act to extend the prohibition on electronic advertisements of cigarettes and little cigars to electronic nicotine delivery systems.,https://www.congress.gov/bill/116th-congress/house-bill/4249,Julia Brownley,D,CA,26,15
